LOCATION,TIME,BEEF,PIG,POULTRY,SHEEP,BEEF_co2,PIG_co2,POULTRY_co2,SHEEP_co2,total_meat_kt,total_co2_Mt
ETH,2017,392.767098291016,2.04810009727478,13.7010992599487,55.940098626709,39.072470937990275,0.025212112197452546,0.13522984969569365,2.2219407174528816,464.4563962749485,41.4548536173363
ETH,2018,394.595101220703,2.04810009727478,14.0250996185303,58.201100213623,39.254320669435536,0.025212112197452546,0.13842773323489405,2.311747700485106,468.86940115013107,41.729708215352986
ETH,2019,400.212728200812,2.06405088230122,14.2896877627558,44.3900809795377,39.81316220141678,0.02540846636112802,0.14103921821839976,1.7631740165072374,460.95654782540674,41.74278390250355
ETH,2020,410.127311975793,2.13969357948098,14.5177747806948,46.0460241946429,40.79946499535189,0.026339627963410862,0.1432904370854577,1.828948081011216,472.8308045306117,42.798043141411966
ETH,2021,417.624813352917,2.17844861722707,14.7077010841689,47.0846856824016,41.54531643234819,0.02681670247806523,0.14516500970074703,1.8702037153049915,481.5956487367145,43.58750185983199
ETH,2022,426.021375942656,2.23506523928137,14.8878687372944,48.2413162739685,42.38060647877542,0.027513653095553665,0.14694326443709574,1.9161450824020287,491.38562619320027,44.4712084787101
ETH,2023,434.305364044064,2.29169315663351,15.0575841353764,49.299336882476,43.20469761510349,0.028210742758158512,0.14861835541616505,1.9581696609719466,500.9539782185499,45.33969637424976
ETH,2024,442.104931133119,2.34870584306071,15.2347618300411,50.308214840196,43.98059854912268,0.028912568928077344,0.15036709926250563,1.9982422934525852,509.99661364641685,46.15812051076585
ETH,2025,449.637320725886,2.4077191714294,15.4426063072688,51.3646836327072,44.72992066581114,0.02963902300029592,0.15241852425274305,2.04020523389113,518.8523298372914,46.95218344695531
ETH,2026,457.225740361062,2.4693496661548,15.7984775859543,52.396223919433,45.48481665111845,0.03039769439036559,0.15593097377336892,2.0811780140798786,527.889791532604,47.752323333362064
ETH,2027,464.634330167937,2.52966677721997,16.1903197180127,53.440834725035,46.22182316510638,0.031140198027577833,0.15979845561678532,2.1226699552783903,536.7951513882047,48.535431774029135
ETH,2028,471.908306069716,2.58977681383121,16.612925118339,54.4503076613906,46.94543828781535,0.0318801525782622,0.1639695709180059,2.1627662203104348,545.5613156632768,49.304054231622054
EU27,1990,0.0001,0.0001,0.0001,0.0001,9.948e-06,1.2310000000000002e-06,9.87e-07,3.972e-06,0.0004,1.6138e-05
EU27,1991,0.0001,0.0001,0.0001,0.0001,9.948e-06,1.2310000000000002e-06,9.87e-07,3.972e-06,0.0004,1.6138e-05
EU27,1992,0.0001,0.0001,0.0001,0.0001,9.948e-06,1.2310000000000002e-06,9.87e-07,3.972e-06,0.0004,1.6138e-05
EU27,1993,0.0001,0.0001,0.0001,0.0001,9.948e-06,1.2310000000000002e-06,9.87e-07,3.972e-06,0.0004,1.6138e-05
EU27,1994,0.0001,0.0001,0.0001,0.0001,9.948e-06,1.2310000000000002e-06,9.87e-07,3.972e-06,0.0004,1.6138e-05
EU27,1995,0.0001,0.0001,0.0001,0.0001,9.948e-06,1.2310000000000002e-06,9.87e-07,3.972e-06,0.0004,1.6138e-05
EU27,1996,0.0001,0.0001,0.0001,0.0001,9.948e-06,1.2310000000000002e-06,9.87e-07,3.972e-06,0.0004,1.6138e-05
EU27,1997,0.0001,0.0001,0.0001,0.0001,9.948e-06,1.2310000000000002e-06,9.87e-07,3.972e-06,0.0004,1.6138e-05
EU27,1998,0.0001,0.0001,0.0001,0.0001,9.948e-06,1.2310000000000002e-06,9.87e-07,3.972e-06,0.0004,1.6138e-05
EU27,1999,0.0001,0.0001,0.0001,0.0001,9.948e-06,1.2310000000000002e-06,9.87e-07,3.972e-06,0.0004,1.6138e-05
EU27,2000,7311.04812061319,18942.6470809071,8003.93306530468,1131.23244235843,727.3030670386003,233.1839855659664,78.99881935455718,44.93255261047685,35388.8607091834,1084.4184245696008
EU27,2001,7204.2789965777,19357.7516002462,8683.17241827286,1059.46060086785,716.6816745795496,238.29392219903073,85.70291176835312,42.081775066470996,36304.663615964615,1082.7602836134045
EU27,2002,7368.70925126738,19677.4911400007,9103.46802293116,1057.41253663806,733.039196316079,242.22991593340862,89.85122938633054,42.00042595526374,37207.080950837306,1107.120767591082
EU27,2003,7310.52495880746,19506.7039822427,8762.38593256779,1063.49898469761,727.2510229021661,240.12752602140765,86.48474915444407,42.242179672189074,36643.11385831556,1096.1054777502068
EU27,2004,7477.46935267655,19214.0299371317,8959.99281300934,1049.84195157529,743.8586512042633,236.52470852609125,88.43512906440218,41.69972231657052,36701.33405439288,1110.5182111113272
EU27,2005,7486.5106286388,19243.7463827862,9196.60362576147,1062.01597570001,744.7580773369879,236.89051797209814,90.77047778626572,42.18327455480439,36988.87661288648,1114.6023476501562
EU27,2006,7537.13163375089,19452.4636464847,8984.16253563164,1038.99986185099,749.7938549255385,239.45982748822664,88.67368422668427,41.269074512721325,37012.75767771822,1119.1964411531708
EU27,2007,7573.61355338516,20210.738727235,9517.50463575097,1003.98500852916,753.4230762907558,248.79419373226287,93.93777075486206,39.87828453877824,38305.84192490029,1136.0333253166589
EU27,2008,7290.0350058953,19738.6255763238,9739.77830509498,937.128266985249,725.2126823864645,242.982480844546,96.13161187128745,37.222734764654085,37705.56715429934,1101.549509866952
EU27,2009,7277.30861074374,19385.552440568,9761.63770260536,908.750662580387,723.9466605967874,238.63615054339212,96.3473641247149,36.09557631769297,37333.249416497485,1095.0257515825874
EU27,2010,7071.19713307947,19675.6478921408,9777.79468383142,853.79808920455,703.4426907987457,242.20722555225328,96.50683352941611,33.91286010320472,37378.437798256244,1076.06960998362
EU27,2011,6890.95772795641,19659.29687588,9886.12473111111,850.076529455173,685.5124747771038,242.00594454208286,97.57605109606665,33.76503974995947,37286.4558644027,1058.8595101652127
EU27,2012,6678.01587988329,19193.557392719,10224.1147211111,781.188875555173,664.3290197307897,236.27269150437093,100.91201229736656,31.028822137051474,36876.87686926856,1032.5425456695787
EU27,2013,6503.25749549256,19013.8638442741,10263.8978222222,741.730571110345,646.9440556515999,234.06066392301418,101.3046715053331,29.461538284502904,36522.749733099205,1011.7709293644501
EU27,2014,6571.10004326118,19463.0395590447,10644.5871388889,726.869596880251,653.6930323036222,239.59001697184027,105.06207506083345,28.87126038808357,37405.59633807503,1027.2163847243794
EU27,2015,6601.92597243335,19856.9504535082,11101.8767022222,724.357105509467,656.7595957376697,244.43906008268596,109.5755230509331,28.77146423083603,38285.110233673215,1039.5456431021248
EU27,2016,6742.60469850018,19651.9541793918,11667.2843342222,724.226629514013,670.7543154067979,241.91555594831306,115.15609637877311,28.766281724296594,38786.069841628196,1056.5922494581805
EU27,2017,6677.51055900149,19728.9792843789,11606.4825702222,709.35501240334,664.2787504094683,242.86373499070427,114.55598296809312,28.175581092660664,38722.32742600593,1049.8740494609265
EU27,2018,6825.69275505086,20145.0645630836,11860.8897689824,705.25892125213,679.0199152724597,247.98574477155915,117.06698201985628,28.012884352134602,39536.906008368984,1072.0855264160098
EU27,2019,6807.64538469645,19657.5332230059,11663.970224678,701.700758395114,677.2245628696028,241.98423397520264,115.12338611757185,27.871554123453926,38830.84959077546,1062.2037370858313
EU27,2020,6730.83543451043,20037.3056380489,11689.9622192093,708.116261353056,669.5835090250976,246.65923240438198,115.37992710359578,28.126377900943382,39166.219553121686,1059.7490464340187
EU27,2021,6674.3004986299,20087.2199149385,11750.6535331236,713.002976668302,663.9594136037025,247.27367715289296,115.97895037192991,28.320478233264957,39225.176923360304,1055.5325193617903
EU27,2022,6644.29529862572,20026.0384591233,11816.504785867,718.278439672855,660.9744963072867,246.52053343180785,116.62890223650729,28.530019623805803,39205.11698328887,1052.6539515994077
EU27,2023,6622.19767202793,20001.15669961,11869.4700981195,725.13623730213,658.7762244133385,246.21423897219913,117.15166986843946,28.802411345640603,39217.96070705957,1050.9445445996178
EU27,2024,6612.95370614359,19952.4993190818,11920.5393794689,732.149997986808,657.8566346871645,245.61526661789694,117.65572367535803,29.080997920036015,39218.1424026811,1050.2086229004556
EU27,2025,6570.51297855137,19905.2277631549,11975.5133621263,737.008238160185,653.6346311062903,245.03335376443684,118.19831688418657,29.27396721972255,39188.262341992755,1046.1402689746362
EU27,2026,6540.33183495607,19856.4863406881,12041.4002379727,741.104095445183,650.63221094143,244.43334685387055,118.84862034879055,29.43665467108267,39179.322509062054,1043.3508328151736
EU27,2027,6529.40770216061,19807.1969083798,12110.8992442832,743.489548800371,649.5454782109375,243.82659394215534,119.53457554107517,29.531404878350735,39190.99340362398,1042.4380525725187
EU27,2028,6518.14579244761,19761.3637446238,12182.3433630284,747.011872304353,648.4251434326882,243.26238769631897,120.2397289930903,29.6713115679289,39208.864772404166,1041.5985716900261
GBR,1990,0.0001,0.0001,0.0001,0.0001,9.948e-06,1.2310000000000002e-06,9.87e-07,3.972e-06,0.0004,1.6138e-05
GBR,1991,0.0001,0.0001,0.0001,0.0001,9.948e-06,1.2310000000000002e-06,9.87e-07,3.972e-06,0.0004,1.6138e-05
GBR,1992,0.0001,0.0001,0.0001,0.0001,9.948e-06,1.2310000000000002e-06,9.87e-07,3.972e-06,0.0004,1.6138e-05
GBR,1993,0.0001,0.0001,0.0001,0.0001,9.948e-06,1.2310000000000002e-06,9.87e-07,3.972e-06,0.0004,1.6138e-05
GBR,1994,0.0001,0.0001,0.0001,0.0001,9.948e-06,1.2310000000000002e-06,9.87e-07,3.972e-06,0.0004,1.6138e-05
GBR,1995,0.0001,0.0001,0.0001,0.0001,9.948e-06,1.2310000000000002e-06,9.87e-07,3.972e-06,0.0004,1.6138e-05
GBR,1996,0.0001,0.0001,0.0001,0.0001,9.948e-06,1.2310000000000002e-06,9.87e-07,3.972e-06,0.0004,1.6138e-05
GBR,1997,0.0001,0.0001,0.0001,0.0001,9.948e-06,1.2310000000000002e-06,9.87e-07,3.972e-06,0.0004,1.6138e-05
GBR,1998,0.0001,0.0001,0.0001,0.0001,9.948e-06,1.2310000000000002e-06,9.87e-07,3.972e-06,0.0004,1.6138e-05
GBR,1999,0.0001,0.0001,0.0001,0.0001,9.948e-06,1.2310000000000002e-06,9.87e-07,3.972e-06,0.0004,1.6138e-05
GBR,2000,0.0001,1292.75627901707,1703.72613966019,391.864011695698,9.948e-06,15.913829794700133,16.815776998446076,15.564838544553126,3388.346530372958,48.294455285699335
GBR,2001,899.84618930534,1331.26912568955,1731.8094943749,341.63570881521,89.51669891209522,16.387922937238365,17.092959709480258,13.569770354140143,4304.560518185,136.56735191295397
GBR,2002,983.046770156444,1345.80546206568,1710.3245205506,360.323014622389,97.79349269516307,16.566865238028523,16.880903017834424,14.31203014080129,4399.499767395113,145.5532910918273
GBR,2003,999.685297389983,1402.66554387086,1709.58532756414,361.523654125483,99.44869338435552,17.266812845050286,16.873607183058063,14.359719541864184,4473.459822950465,147.94883295432805
GBR,2004,1033.93821417878,1379.11665416802,1751.84721413191,375.175294482348,102.85617354650505,16.976926012808327,17.29073200348195,14.901962696838865,4540.077376961059,152.02579425963418
GBR,2005,1037.45044051016,1397.64191788604,1789.61586605239,375.794089791248,103.20556982195072,17.20497200917715,17.66350859793709,14.92654124650837,4600.502314239838,153.00059167557333
GBR,2006,1069.4176551701,1391.34839484208,1725.45681919228,378.412625449076,106.38566833632156,17.127498740506006,17.030258805427803,15.0305494828373,4564.635494653536,155.57397536509265
GBR,2007,1090.47220017898,1450.97024083682,1631.02040848317,390.139219853475,108.48017447380495,17.861443664701255,16.09817143172889,15.49632981258003,4562.602069352445,157.93611938281512
GBR,2008,1060.77877111085,1364.24534296466,1592.66089824242,372.319669229191,105.52627215010736,16.793860171894966,15.719563065652684,14.788537261783466,4390.0046815471205,152.82823264943846
GBR,2009,1022.20839921271,1362.03905974098,1626.77206854133,350.342806314803,101.68929155368039,16.766700825411466,16.056240316502926,13.915616266823974,4361.362333809823,148.42784896241875
GBR,2010,1075.54617342444,1353.6546359623,1776.4348022372,313.088709795613,106.9953333322633,16.663488568695914,17.533411498081165,12.43588355308175,4518.724321419553,153.62811695212213
GBR,2011,1062.38793044359,1347.425253,1784.57782,298.9884973,105.68635132052835,16.586804864430004,17.613783083399998,11.875823112755999,4493.37950074359,151.76276238111436
GBR,2012,1039.90296993404,1327.326077,1806.690096,283.2887806,103.44954744903829,16.33938400787,17.83203124752,11.252230365432,4457.20792353404,148.8731930698603
GBR,2013,1023.41411866219,1305.259528,1831.562287,300.7121108,101.80923652451467,16.06774478968,18.077519772689996,11.944285040976,4460.94804446219,147.89878612786066
GBR,2014,1060.65014093882,1345.066334,1817.664933,302.245334,105.51347602059381,16.557766571540004,17.94035288871,12.00518466648,4525.6267419388205,152.01678014732383
GBR,2015,1093.95264686665,1383.315093,1982.535712,333.5270154,108.82640931029435,17.028608794830003,19.567627477440002,13.247693051687998,4793.33046726665,158.67033863425237
GBR,2016,1104.28679469982,1450.053443,2076.821729,324.1196614,109.85445033673808,17.850157883330002,20.498230465229998,12.874032950808,4955.2816280998195,161.07687163610606
GBR,2017,1111.57546689851,1420.036685,2023.06878,304.2461708,110.57952744706378,17.48065159235,19.9676888586,12.084657904176,4858.927102698511,160.11252580218977
GBR,2018,1110.1980962,1481.953678,2102.562297,309.5610736,110.44250660997601,18.24284977618,20.75228987139,12.295765843392,5004.2751448,161.73341210093798
GBR,2019,1115.99688842212,1462.0604133874,2154.58361515769,313.608314800864,111.01937046023251,17.997963688798897,21.265740281606398,12.456522263890315,5046.2492317680735,162.7395966945281
GBR,2020,1121.80813447275,1483.44188458026,2146.15062323421,315.007895074405,111.59747321734918,18.261169599183003,21.182506651321653,12.512113592355364,5066.408537361624,163.55326306020922
GBR,2021,1131.64402652816,1469.6522105478,2168.83404260491,318.732430938765,112.57594775902137,18.09141871184342,21.40639200051046,12.660052156887746,5088.862710619635,164.73381062826303
GBR,2022,1140.88419538225,1459.46463018006,2187.29261504652,321.479410971523,113.49515975662624,17.966009597516543,21.588578110509154,12.769162203788895,5109.120851580353,165.81890966844082
GBR,2023,1149.10155084047,1457.28576960401,2204.84452675794,321.381735500868,114.31262227760996,17.939187823825364,21.761815479100868,12.765282534094476,5132.613582703288,166.77890811463067
GBR,2024,1152.89222476713,1465.3227230509,2220.2951169105,321.804300661856,114.6897185198341,18.038122720756583,21.914312803906633,12.78206682228892,5160.314365390386,167.42422086678624
GBR,2025,1152.29846848109,1486.12871128089,2241.26420253311,323.705660351247,114.63065164449883,18.294244435867757,22.121277679001796,12.85758882915153,5203.3970426463375,167.9037625885199
GBR,2026,1156.60273008492,1497.27946943016,2263.61854446625,325.291296420639,115.05883958884786,18.43151026868527,22.341915033881886,12.920570293827781,5242.79204040197,168.7528351852428
GBR,2027,1161.17889128146,1500.01744897158,2286.07934230864,327.53920941813,115.51407610467965,18.46521479684015,22.56360310858628,13.009857398088123,5274.8148919798095,169.55275140819418
GBR,2028,1162.18540383991,1509.91519040254,2310.4793838151,329.797325866239,115.61420397399425,18.58705599385527,22.804431518255036,13.099549783407014,5312.3773039237885,170.10524126951157
IDN,1990,305.855110986328,546.873085839844,508.904091699219,90.2670982910156,30.42646644091991,6.73200768668848,5.022883385071291,3.5854091441191396,1451.8993868164066,45.766766656798815
IDN,1991,313.434120996094,574.818093164063,583.773110253906,94.734101159668,31.180426356691434,7.076010726849617,5.761840598206052,3.7628384980620133,1566.759425573731,47.78111617980912
IDN,1992,346.463082177734,586.241066796875,547.633095605469,99.6810997558594,34.46614741504098,7.2166275322695315,5.405138653625978,3.9593332823027354,1580.0183443359372,51.047246883239225
IDN,1993,402.142098291016,622.661110742188,698.790078027344,111.769097192383,40.00509593799027,7.664958273236335,6.8970580701298845,4.439468540481453,1835.362384252931,59.00658082183794
IDN,1994,391.600136621094,660.600075585938,816.400063378906,100.0001,38.95638159106643,8.131986930462897,8.057868625549801,3.972003972,1968.600375585938,59.11824111907914
IDN,1995,369.608101708984,572.569069726563,876.81406484375,95.0211037231445,36.76861395800973,7.048325248333991,8.654154820007813,3.7742382398833,1914.0123400024415,56.24533226623483
IDN,1996,417.090096337891,599.995095117188,949.2081078125,99.3401039672852,41.4921227836934,7.385939620892586,9.368684024109374,3.945788929580568,2065.633403234864,62.192535358275926
IDN,1997,432.223091943359,633.993080957031,899.470131738281,107.865105493164,42.99755318652536,7.804454826581052,8.877770200256833,4.284401990188474,2073.551410131835,63.96418020355172
IDN,1998,400.702095849609,621.809120996094,618.346108300781,82.0280998779297,39.86184449511911,7.6544702794619175,6.103076088928708,3.2581561271513677,1722.8854250244137,56.8775469906611
IDN,1999,384.262093408203,550.06308828125,626.320107324219,78.2081001831055,38.226393052248035,6.771276616742188,6.181779459290041,3.1064257392729506,1638.8533891967775,54.28587486755322
IDN,2000,435.561104638672,413.759102685547,831.671120507813,78.8571022583008,43.329618689455096,5.093374554059085,8.208593959412115,3.132204101699708,1759.8484300903328,59.763791304626
IDN,2001,408.433113916016,418.558083398438,923.446144921875,94.0781029296875,40.63092617236528,5.152450006634772,9.114413450378905,3.7367822483671875,1844.5154451660164,58.63457187774614
IDN,2002,405.307076318359,465.289070947266,1102.70725332031,127.062096459961,40.31994795215035,5.727708463360845,10.883720590271459,5.046906471389651,2100.365497045896,61.97828347717231
IDN,2003,421.621102197266,486.958077294922,1135.670021875,144.959099633789,41.94286724658402,5.99445393150049,11.209063115906249,5.757775437454099,2189.208301000977,64.90415973144485
IDN,2004,504.4581078125,194.244088037109,1214.38803945313,123.703095300293,50.1834925651875,2.391144723736812,11.986009949402392,4.913486945327638,2036.793330603032,69.47413418365434
IDN,2005,424.996071679688,176.525109155273,1151.27512441406,98.7610939575195,42.278609210695365,2.1730240937014105,11.363085477966772,3.9227906519926745,1851.5573992065404,59.73750943435622
IDN,2006,473.796120507813,199.637108666992,1288.68711171875,140.90309987793,47.13323806811724,2.4575328076906717,12.719341792664062,5.59667112715138,2103.0234407714847,67.90678379562334
IDN,2007,433.704079492188,230.742104394531,1346.30503164063,121.037102563477,43.14488182788286,2.8404353050966766,13.288030662293016,4.807593713821307,2131.788318090826,64.08094150909386
IDN,2008,490.388100488281,211.021080834961,1386.82114492188,113.753098352051,48.783808236574195,2.59766950507837,13.687924700378955,4.518273066543466,2201.983424597173,69.58767550857499
IDN,2009,532.395058496094,200.274086816406,1433.81418691406,128.935082299805,52.96266041919143,2.465374008709958,14.15174602484177,5.121301468948254,2295.418414526365,74.70108192169143
IDN,2010,589.60312734375,212.427101953125,1566.127053125,114.44509206543,58.65371910815625,2.614977625042969,15.45767401434375,4.54575905683888,2482.6023744873046,81.27212980438185
IDN,2011,604.014138085938,225.419106347656,1693.70713125,114.126099450684,60.08732645678912,2.7749091991396453,16.716889385437497,4.533088670181168,2637.2664751342777,84.11221371154744
IDN,2012,590.639138085938,233.046105249023,1768.07212148438,110.748093469238,58.75678145678912,2.868797555615473,17.45087183905083,4.398914272598133,2702.505458288579,83.47536512405355
IDN,2013,607.251137597656,300.68808828125,1873.76413808594,108.016098840332,60.409343168214825,3.7014703667421873,18.494052042908226,4.290399445937988,2889.7194628051784,86.89526502380323
IDN,2014,633.226052148438,305.062081201172,1974.959084375,110.683098657227,62.99332766772662,3.7553142195864275,19.492846162781248,4.396332678665057,3023.930316381837,90.63782072875935
IDN,2015,616.344094140625,335.746102197266,2068.85117421875,112.205101831055,61.313910485109375,4.133034518048345,20.419561089539066,4.456786644729505,3133.146472387696,90.3232927374263
IDN,2016,709.223061425781,346.121102197266,2346.18906484375,115.851105554199,70.5535101506367,4.260750768048345,23.15688607000781,4.601605912612784,3517.3843340209964,102.57275290130563
IDN,2017,712.876137597656,345.010109765625,2304.959084375,127.380104882813,70.91691816821482,4.247074451214844,22.74994616278125,5.059537765945333,3490.225436621094,102.97347654815626
IDN,2018,755.600075585938,349.038094384766,2293.55918203125,130.699089868164,75.16709551928912,4.29665894187647,22.637429126648435,5.191367849563474,3528.896441870118,107.29255143737751
IDN,2019,763.907039766821,347.483120946489,2318.41355604412,131.408076380369,75.99347231600335,4.27751721885128,22.882741798155465,5.219528793828258,3561.2117931377993,108.37326012683836
IDN,2020,783.520660055294,352.099146108862,2368.12425919237,132.963339051805,77.94463526230065,4.334340488600091,23.373386438228692,5.281303827137695,3636.7074044083315,110.93366601626713
IDN,2021,797.300039664869,356.300540358405,2437.51477482945,135.12439217854,79.31540794586117,4.386059651811966,24.058270827566666,5.367140857331608,3726.2397470312635,113.1268792825714
IDN,2022,810.477825528655,361.43564687221,2504.65965912084,137.2827184203,80.6263340835906,4.449272812996906,24.720990835522688,5.452869575654316,3813.855849942005,115.24946730776452
IDN,2023,828.375368608827,366.132361561693,2572.82620101045,139.86525112409,82.40678166920613,4.507089370824441,25.39379460397314,5.555447774648854,3907.19918230506,117.86311341865257
IDN,2024,845.088333624941,370.956855380993,2644.11988043849,141.966646360456,84.06938742900914,4.566478889740024,26.097463219927892,5.638915193437312,4002.1317158048796,120.37224473211437
IDN,2025,860.381120956858,375.466465564375,2714.63270208904,143.862556587097,85.59071391278825,4.6219921910974575,26.79342476961882,5.714220747639493,4094.34284519737,122.72035162114402
IDN,2026,877.880319608032,379.976340651477,2786.22282675128,145.801477969125,87.33153419460703,4.677508753419682,27.50001930003513,5.791234704933644,4189.880964979914,125.3002969529955
IDN,2027,895.6841215188,383.421629223897,2854.84643871221,147.455387729172,89.10265640869022,4.719920255746172,28.17733435008951,5.8569280006027125,4281.407577184079,127.85683901512861
IDN,2028,912.735318925017,387.087325065673,2925.84203907063,149.038377776565,90.79890952666071,4.765044971558435,28.878060925627118,5.919804365285162,4374.703060837885,130.36181978913143
IND,1990,2050.96616445313,412.997109277344,391.342110498047,602.873085839844,204.0301140397974,5.083994415204105,3.8625466306157237,23.9461189695586,3458.178470068365,236.92277405517584
IND,1991,2059.27500234375,427.0001,522.365151269531,611.178078515625,204.8566772331563,5.256371231,5.15574404303027,24.275993278640623,3619.818332128906,239.54478578582717
IND,1992,2091.77402578125,444.493080957031,540.181069238281,619.043129785156,208.08968008471876,5.471709826581052,5.331587153381832,24.588393115066395,3695.491305761718,243.48137017974804
IND,1993,2080.76523671875,447.943093164063,608.14804921875,624.178139550781,206.99452574878129,5.514179476849616,6.002421245789062,24.79235570295702,3761.034518652344,243.303482174377
IND,1994,2075.35996328125,450.800118310547,625.000038964844,626.0001,206.45680914721876,5.549349456402834,6.16875038458301,24.864723972,3777.1602205566414,243.0396329602046
IND,1995,2041.2081078125,453.883095605469,641.823037011719,654.640114648438,203.0593825651875,5.587300906903324,6.334793375305666,26.00230535383596,3791.5543550781263,240.98378220123246
IND,1996,2053.35215078125,558.107094628906,659.871132714844,663.1260765625,204.26747195971876,6.870298334881833,6.512928079895509,26.339367761062498,3934.4564546875,243.9900661355586
IND,1997,2044.22495351563,464.398110253906,664.556130273438,672.931130273438,203.35949837573486,5.716740737225583,6.559169005798832,26.72882449446096,3846.1103243164125,242.36423261322022
IND,1998,2071.75229726563,463.283089501953,737.949074609375,678.951088769531,206.0979185319849,5.703014831769042,7.283557366394531,26.96793724592577,3951.9355501464893,246.05242797607426
IND,1999,2063.09507070313,464.380104882813,810.041115625,681.613076074219,205.23669763354738,5.716519091107428,7.99510581121875,27.073671381667978,4019.1293672851625,246.02199391754152
IND,2000,1953.78318105469,465.867104394531,903.782082421875,677.903054101563,194.36235085132057,5.734824055096677,8.920329153503907,26.92630930891408,4001.3354219726593,235.94381336883524
IND,2001,2004.57932363281,466.428109033203,962.9170921875,689.710121972656,199.41555111499196,5.741730022198729,9.503991699890625,27.395286044753895,4123.634646826169,242.05655888183523
IND,2002,1956.53086171875,467.496102197266,1126.75510488281,692.029091699219,194.63569012378125,5.754877018048345,11.121072885193334,27.487395522292978,4242.811160498045,238.99903554931592
IND,2003,1867.19699941406,469.499092919922,1242.10007558594,686.235085351563,185.7487575017107,5.779533833844241,12.259527746033228,27.257257590164084,4265.031253271485,231.04507667175227
IND,2004,1858.99289785156,443.827095849609,1340.20212636719,715.233071191406,184.9326134782732,5.463511549908687,13.227794987244165,28.409057587722643,4358.255191259765,232.03297760314865
IND,2005,1779.84604726563,425.033089501953,1439.78305898438,741.193093164063,177.0590847819849,5.2321573317690415,14.21065879217583,29.440189660476584,4385.8552889160255,225.94209056640634
IND,2006,1765.73117910156,404.43711171875,1554.19907460938,766.721169335938,175.65493769702317,4.9786208452578125,15.339944866394578,30.45416484602346,4491.088534765628,226.42766825469903
IND,2007,1805.27695546875,384.302101953125,1789.78403554688,791.771157128906,179.58895153003124,4.7307588750429685,17.665168430847707,31.449150361160143,4771.134250097661,233.43402919708205
IND,2008,1822.30210195313,379.460091455078,1916.97007070313,772.583046777344,181.2826131022974,4.671153725812011,18.92049459783989,30.686998617996103,4891.315310888682,235.56126004394542
IND,2009,1897.17527089844,379.064095361328,2119.68613515625,715.045082910156,188.7309959489768,4.666279013897948,20.921302153992187,28.401590693191398,5110.9705843261745,242.72016781005834
IND,2010,1646.5518578125,369.861092431641,2222.01523671875,759.717079980469,163.7989788151875,4.552990047833501,21.931290386414066,30.175962416824227,4998.14526694336,220.4592216662593
IND,2011,1339.877053125,364.477089746094,2505.201271875,753.881142480469,133.29096924487501,4.486712974774417,24.726336553406252,29.94415897932423,4963.436557226563,192.44817775237988
IND,2012,1208.68015371094,357.721108300781,2707.05820546875,743.068032128906,120.23950169116432,4.403546843182614,26.718664487976564,29.514662236160145,5016.527499609378,180.87637525848365
IND,2013,835.072182519531,354.097084863281,2872.85215078125,726.758034570313,83.07298071704294,4.3589351146669895,28.355050728210937,28.866829133132832,4788.779452734375,144.6537956930537
IND,2014,642.928078515625,350.438118798828,3064.955178125,717.470070703125,63.95848525073438,4.313893242413573,30.25110760809375,28.497911208328123,4775.791446142578,127.02139730956982
IND,2015,839.344155175781,344.162087304688,3283.68613515625,708.951149804688,83.49795655688669,4.23663529472071,32.40998215399219,28.159539670242207,5176.143527441407,148.3041136758418
IND,2016,886.244118554688,316.519112451172,3428.0440453125,722.370156152344,88.16356491382038,3.896350274273928,33.834794727234375,28.692542602371102,5353.177432470704,154.5872525176998
IND,2017,815.990029199219,306.348091943359,3541.0850609375,711.407143457031,81.17468810473831,3.7711450118227496,34.95050955145313,28.25709173811327,5374.830325537108,148.15343440612747
IND,2018,1000.15006337891,300.895089013672,3700.420021875,713.248085839844,99.49492830493398,3.704018545758303,36.52314561590625,28.330213969558603,5714.713260107426,168.05230643615712
IND,2019,1035.80555622443,294.392282307722,3819.24082136473,718.816643499713,103.04193673320628,3.623968995208058,37.69590690686988,28.551397079808602,5868.255303396594,172.91320971509282
IND,2020,1057.75584587906,300.269127922777,3955.64808743324,731.611061848211,105.22555154804888,3.696312964729385,39.04224662296608,29.05959137661094,6045.284123083287,177.0237025123553
IND,2021,1072.95092350865,299.412882673452,4107.11979426909,737.653046942276,106.73715787064052,3.685772585710194,40.53727236943591,29.299579024547203,6217.136647393468,180.2597818503338
IND,2022,1087.14600077588,301.434466718893,4253.68470061992,743.636385368888,108.14928415718457,3.7106582853095733,41.98386799511861,29.53723722685223,6385.901553483581,183.38104766446497
IND,2023,1103.990022701,300.823698933666,4407.00405978248,750.454308018717,109.82492745829549,3.7031397338734284,43.497130070053075,29.80804511450344,6562.272089435863,186.83324237672542
IND,2024,1116.41355356045,300.984989298455,4554.20361307435,756.890185130043,111.06082030819358,3.705125218263981,44.94998966104383,30.06367815336531,6728.492341063298,189.77961334086672
IND,2025,1132.70574254104,300.616057261687,4716.31278658558,764.336568563407,112.68156726798267,3.700583664891367,46.55000720359968,30.359448503338527,6913.971154951714,193.29160663981224
IND,2026,1148.98568640867,301.998993234724,4882.98247746503,771.435933745571,114.30109608393451,3.717607606719453,48.19503705257984,30.64143528837408,7105.403090853994,196.8551760316079
